source,target
<ATTRS> เสียดาย <CONT_START> ถึงแค่28กุมภานี้เองน่ามียาวๆๆไปเลย <START>,<ATTRS> เสียดาย <CONT_START> ถึงแค่28กุมภานี้เองน่ามียาวๆๆไปเลย <START> ถึงแค่28กุมภานี้เองเสียดายน่ามียาวๆๆไปเลย
<ATTRS> เสียใจด้วย <CONT_START> ที่รักไปด้สาขาที่ร่วมก่อน5นะคดี <START>,<ATTRS> เสียใจด้วย <CONT_START> ที่รักไปด้สาขาที่ร่วมก่อน5นะคดี <START> ที่รักไปด้สาขาที่ร่วมก่อน5เสียใจด้วยนะคดี
<ATTRS> เถื่อน <CONT_START> ทุกวันนี้กุก็ยังคิดว่ามันเป้ในเหล้า5 <START>,<ATTRS> เถื่อน <CONT_START> ทุกวันนี้กุก็ยังคิดว่ามันเป้ในเหล้า5 <START> ทุกวันนี้กุก็ยังคิดว่ามันเป้ในเหล้าเถื่อน5
<ATTRS> กินได้ เกือบหมด เว้น สิงห์ไม่ไหว <CONT_START> นี่จริง5 <START>,<ATTRS> กินได้ เกือบหมด เว้น สิงห์ไม่ไหว <CONT_START> นี่จริง5 <START> นี่กินได้เกือบหมดเว้นสิงห์ไม่ไหวจริง5
<ATTRS> เน็ต จะเน่าเกินไปโหลด มิได้ <CONT_START> ละดูยูทูไปแค่240ยัง <START>,<ATTRS> เน็ต จะเน่าเกินไปโหลด มิได้ <CONT_START> ละดูยูทูไปแค่240ยัง <START> เน็ตจะเน่าเกินไปละดูยูทูไปแค่240ยังโหลดมิได้
<ATTRS>  <CONT_START> บาบีก้อนะแค่นี้เป็นอะไรค่ะรบกวนตอบหน่อยค่ะ <START>,<ATTRS>  <CONT_START> บาบีก้อนะแค่นี้เป็นอะไรค่ะรบกวนตอบหน่อยค่ะ <START> บาบีก้อนะแค่นี้เป็นอะไรค่ะรบกวนตอบหน่อยค่ะ
<ATTRS>  <CONT_START> บุหรี่ไฟฟ้านะมิใช่ไอซีถึงต้องสั่งขังยึดรถ <START>,<ATTRS>  <CONT_START> บุหรี่ไฟฟ้านะมิใช่ไอซีถึงต้องสั่งขังยึดรถ <START> บุหรี่ไฟฟ้านะมิใช่ไอซีถึงต้องสั่งขังยึดรถ
<ATTRS> แพง <CONT_START> เบียขวดนึงก็70กว่าละนะในเอาไฮเนเก้นๆๆฮ่าๆๆ <START>,<ATTRS> แพง <CONT_START> เบียขวดนึงก็70กว่าละนะในเอาไฮเนเก้นๆๆฮ่าๆๆ <START> เบียขวดนึงก็70กว่าละนะในเอาไฮเนเก้นแพงๆๆฮ่าๆๆ
<ATTRS> จืด <CONT_START> ไปกินมาแร่วงคะมะกี้เองอร่อยคะแต่ไปจี๊ด <START>,<ATTRS> จืด <CONT_START> ไปกินมาแร่วงคะมะกี้เองอร่อยคะแต่ไปจี๊ด <START> ไปกินมาแร่วงคะมะกี้เองอร่อยคะแต่จืดไปจี๊ด
<ATTRS> แค่ บุหรี่ ไฟฟ้า <CONT_START> ไปขายบ้ากว่าแค่นี้โหย <START>,<ATTRS> แค่ บุหรี่ ไฟฟ้า <CONT_START> ไปขายบ้ากว่าแค่นี้โหย <START> ไปขายบ้ากว่าแค่นี้โหยแค่บุหรี่ไฟฟ้า
<ATTRS> อิสัส <CONT_START> ผ้าอนามัยแบบเย็น.....นอนตาไม่หลับเย็นเกิ๊น <START>,<ATTRS> อิสัส <CONT_START> ผ้าอนามัยแบบเย็น.....นอนตาไม่หลับเย็นเกิ๊น <START> ผ้าอนามัยแบบเย็น..อิสัส...นอนตาไม่หลับเย็นเกิ๊น
<ATTRS> ▁พอราคาแพง <CONT_START> เป็นบันไดดูไปเลยคิดว่าจะถูกกว่านี้ <START>,<ATTRS> ▁พอราคาแพง <CONT_START> เป็นบันไดดูไปเลยคิดว่าจะถูกกว่านี้ <START> พอเป็นบันไดดูราคาแพงไปเลยคิดว่าจะถูกกว่านี้
<ATTRS> ไม่ โปรน่าเสียดาย <CONT_START> พิษณุโลกนี้สักสาขาเลยครับ <START>,<ATTRS> ไม่ โปรน่าเสียดาย <CONT_START> พิษณุโลกนี้สักสาขาเลยครับ <START> พิษณุโลกไม่โปรนี้สักสาขาเลยครับน่าเสียดาย
<ATTRS> แพ้เซ โด้ อะ เศร้า <CONT_START> ชิมากดีนะเป็นแค่ขนาดเที่ยวอะ <START>,<ATTRS> แพ้เซ โด้ อะ เศร้า <CONT_START> ชิมากดีนะเป็นแค่ขนาดเที่ยวอะ <START> แพ้ชิเซโด้อะเศร้ามากดีนะเป็นแค่ขนาดเที่ยวอะ
<ATTRS> บน ทาง เท้าแย่ๆ <CONT_START> ไซด์รถเมล์เก่าขับๆควันปี๋ <START>,<ATTRS> บน ทาง เท้าแย่ๆ <CONT_START> ไซด์รถเมล์เก่าขับๆควันปี๋ <START> ไซด์บนทางเท้ารถเมล์เก่าขับแย่ๆๆควันปี๋
<ATTRS> เหี้ย <CONT_START> มาเยอะแสงสีกับเบียร์ช้างอย่างตีไอ5 <START>,<ATTRS> เหี้ย <CONT_START> มาเยอะแสงสีกับเบียร์ช้างอย่างตีไอ5 <START> มาเยอะแสงสีกับเบียร์ช้างอย่างตีไอเหี้ย5
<ATTRS> ไอสัส <CONT_START> เมาไหมละ5ขวดลีโอเออกูแดกเองตาเยิ้มเลย <START>,<ATTRS> ไอสัส <CONT_START> เมาไหมละ5ขวดลีโอเออกูแดกเองตาเยิ้มเลย <START> เมาไหมละ5ขวดลีโอเออกูแดกเองไอสัสตาเยิ้มเลย
<ATTRS> สาบาน ว่าจะไม่ <CONT_START> แม่ลงเอ้ยกรอกแสงสีเข้าปากอีก <START>,<ATTRS> สาบาน ว่าจะไม่ <CONT_START> แม่ลงเอ้ยกรอกแสงสีเข้าปากอีก <START> แม่ลงเอ้ยสาบานว่าจะไม่กรอกแสงสีเข้าปากอีก
<ATTRS> ไม่แพง <CONT_START> เลยขายเบียร์ช้างขวด120น.ต้นทุน50.ครับ <START>,<ATTRS> ไม่แพง <CONT_START> เลยขายเบียร์ช้างขวด120น.ต้นทุน50.ครับ <START> ไม่แพงเลยขายเบียร์ช้างขวด120น.ต้นทุน50.ครับ
